BuildingNumber,StreetAddress,Landmark,Locality,City,State,PostalCode,Country
36/A,,,VIVEKANANDA NAGAR,HYDERABAD,TS,500018,India
504/A,,,,GURUGRAM,HR,122102,India
N-15,,,ANANDNAGAR,PUNE,MH,411051,India
1/13A,,,,CHENNAI,TN,603105,India
,,,KAVI NAGAR,GHAZIABAD,UP,201002,India
8R,ROAD,,,BANGALORE,KA,560023,India
,"STRIAL GROWTH CENTRE, ST BENGAL",,PHASE II,COOCH BEHAR,WB,736157,India
244/51-C,ST DELHI,,,DELHI,DL,110092,India
423,,,,MAHESANA,GA,384002,India
L-2,,GURUDWARA AHMEDABAD IN-GJ IN 380054,BLOCK-W,AHMEDABAD,GJ,380054,India
,"ST PETROL BUNK, STOP",AST PETROL BUNK,VASANTHAM COLONY,SALEM,TN,637302,India
122/3A2,,,,KURNOOL,AP,518301,India
464,ROAD,BY KALYAN JEWELLERY,,COIMBATORE,TN,641012,India
C-25,"ROAD BAJRANG HOUSE, STONE",,,BANGALORE,KA,560068,India
,"RD FLOOR, ROAD NEXT TO P & T",,SAHAR ROAD NEXT TO P & T COLONY,MUMBAI,MH,400099,India
,ROAD,,,MUMBAI,MH,400050,India
4/6,,,,FARIDABAD,HR,121001,India
D-3,ST DELHI,,KRISHNA NAGAR,DELHI,DL,110051,India
,ROAD,,,HOWRAH,WB,711303,India
B-56,ST FLOOR,,,DELHI,DL,110035,India
712,ROAD,,PHATA,PUNE,MH,412205,India
A-413,"STECH BUSINESS TOWER, SECTOR-66 MOHALI IN-PB IN 160062",,SECTOR-66 MOHALI IN-PB IN 160062,MOHALI,PB,160062,India
,,,GRAM- ANUJNAGAR,ANUJNAGAR,CG,497001,India
,,HP PETROL PUM DORAHA,UDHAM SINGH NAGAR,BAZPUR,UK,262401,India
,STUDIO,,,VADODARA,GJ,390020,India
201,,,,PUNE,MH,411006,India
,,,,HYDERABAD,TS,500037,India
508,STRICT CENTER,DLF SOUTH COURT,,CENTER,DL,110017,India
,"ROAD, STRIAL ESTATE, ST",VIRVANI INDUSTRIAL ESTATE,,MUMBAI,MH,400063,India
21,RDHMAN PLAZA,,,PITAMPURA,DL,110034,India
,,,,JAIPUR,RJ,303702,India
D-301,,,,AHMEDABAD,GJ,380058,India
F-2,"ROAD, STO PLAZA",,,SURAT,,395005,India
6A,,,,KOLKATA,WB,700107,India
,ROAD KAROL BAGH DELHI,,,DELHI,,110005,India
96,"RD FLOOR, ST HALF OF 3RD FLOOR",,,HYDERABAD,TS,500032,India
693/2306,,AUTO NAGAR,NEAR AUTO NAGAR,BERHAMPUR,OD,760003,India
,,,,HYDERABAD,TS,500084,India
,ROAD,,,DELHI,DL,110005,India
1232,,,,PUNE,MH,411208,India
,"ROAD, ST FLOOR",,,KOZHIKODE,KL,673004,India
C-222,STAND,,,DELHI,GJ,395002,India
143,"RD FLOOR, ROAD",,BLOCK C,CHENNAI,TN,600119,India
244/10,,,,KISHANGARH AJMER IN-RJ IN 305801,RJ,305801,India
1-98/6/J/66/5/NR,,,JUBILEE ENCLAVE,HYDERABAD,TS,500081,India
,,,,MUMBAI,MH,400013,India
42,,,NO  SENGUPTHA STREET RAMNAGAR,COIMBATORE,TN,641009,India
,,,,DELHI,DL,110006,India
82/2,,,,BANGALORE,KA,562125,India
10-5-2/1,,,DOOR NO. RAGHU BUILDING RAMNAGAR,VISAKHAPATNAM,AP,530002,India
,,,,PANIPAT,,132103,India
,,,,BARDHAMAN,,713424,India
302,STRIAL AREA PUNJAB SAS,,PLOT NO.  PHASE,SAS NAGAR,,160055,India
923,"ROAD ANNA, ST EGMORE NUNGAMBAKKAM TAMIL NADU",,17TH MAIN ROAD ANNA NAGAR,CHENNAI,,600040,India
33,"ROAD, STONE",,,THANE,,401107,India
92-P,STRIAL AREA GADWANTHI VILLAGE,,,HUMNABAD,,585330,India
,,,,MUMBAI,,400004,India
,"ROAD, ST BENGAL",,,KOLKATA,WB,700026,India
,,,,BENGALURU,,560058,India
,RDHA,BALAJI MANDIR WARDHA,,WARDHA,MH,442001,India
,ST),,,NEW DELHI,DL,110013,India
89,,OVER BRIDGE,,BANASKANTHA,GJ,385530,India
B-65,SECTOR-23 GHAZIABAD IN-UP IN 201001,,SECTOR-23 GHAZIABAD IN-UP IN 201001,GHAZIABAD,UP,201001,India
,,,,AMBIKAPUR,CG,497001,India
,,,,HOOGHLY,WB,712706,India
R-177,,,,NEW DELHI,DL,110048,India
,,,,COIMBATORE,TN,641302,India
,,,,BANGALORE,KA,560027,India
,,,VIKAS NAGAR,ALIGARH,UP,202001,India
A-556,,,IV PHASE,BALOTRA,RJ,344022,India
F-17,STAR MIDC AREA,,,KOLHAPUR,MH,416216,India
10,,,,ROURKELA,OD,769004,India
B-15,,,,HYDERABAD,TS,502032,India
,RD FLOOR,,SECOND AND THIRD FLOOR,DELHI,DL,110006,India
H-244,ROAD-BALIHARAPUR,,,MALDA,WB,732206,India
,STREET,,,COIMBATORE,TN,641038,India
,,,,MORBI,GJ,363650,India
1026/2A1,,,VELAPPA NAGAR,TIRUPPUR,TN,638111,India
35/3B,,,,KRISHNAGIRI,TN,635001,India
574-1A,ROAD,,,GUNTUR,AP,522201,India
,,,,DELHI,HR,125005,India
,STONE,CITY JUNCTION MALL,,DEHRADUN,UK,248171,India
,,,,MUMBAI,MH,400008,India
,STER UPTOWN BUILDING 1-10/4,,,HYDERABAD,TS,500033,India
148E,,,,GADAG,KA,582101,India
,ROAD,,,FEROZEPUR,PB,142047,India
1001,"ROAD ANDHERI EAST, ST",,,MUMBAI,MH,400099,India
,ROAD BODAKDEV,,,AHMEDABAD,GJ,380054,India
30,ROAD,IBP PETROL PUMP,,SURAT,GJ,395007,India
,,,,ROURKELA,OD,769004,India
K-42,,,,ROURKELA,OD,769004,India
,,,,MAHISAGAR,GJ,389240,India
,ROAD NEXT TO R.B.I.,,,MUMBAI,MH,400018,India
,ST FLOOR,,,MUMBAI,MH,400003,India
2013/2349,ROAD BRAHMANI TARANG,,DAYANAND NAGAR,ROURKELA,OD,769004,India
,,,,DELHI,HR,123501,India
46/1,,,,BANGALORE,KA,560073,India
5,"ST FLOOR, STATION",,,THANE,MH,400614,India
,,,,VADODARA,GJ,390015,India
B-101,,,,NEW DELHI,DL,110062,India
1,,,,HYDERABAD,TS,500059,India
,,,,VADODARA,GJ,390020,India
Z-218,,,,DELHI,DL,110028,India
B-20,STATE VILLAGE: BHATIA,,,A CHORASI SURAT IN-GJ IN 394110,GJ,394110,India
502,,,ROAD NO. 2SRIJA LEGENDARY APRT K.V.RANGAREDDY HAYATHNAGAR,HAYATHNAGAR,TS,500068,India
143/1,STORAGE,,,RAJKOT,GJ,360003,India
40,CROSS,,,BANGALORE,KA,560033,India
48,,,,DHULE,MH,424005,India
626,ROAD OPP. UMA COTTON,,,MORBI,GJ,363650,India
460B,,,,PALGHAR,MH,401502,India
1,,,RAMNAGAR KHWAJANAGAR,AHMEDABAD,GJ,382405,India
B-1006,,,,MUMBAI,MH,400012,India
K-106,ST FLOOR,,,RAIGAD,MH,400614,India
C-137,,,SARVODAYA ENCLAVE,NEW DELHI,DL,110017,India
,,,,CHENNAI,TN,600010,India
B-101,,,,AHMEDABAD,GJ,380059,India
P-69,,,,KOLKATA,WB,700105,India
,RD,,15 & 15A MADHUPURAM COLONY,LUCKNOW,UP,226020,India
2,STRIAL ESTATE,,,BANGALORE,KA,560062,India
,ROAD,,,HOWRAH,WB,711105,India
,,,,SHAMLI,UP,247776,India
235/2A,,,,TIRUPPUR,TN,641666,India
407,,,,DELHI,DL,110019,India
,,,,JUNAGADH,GJ,362226,India
,ROAD,,,MUMABI,MH,400004,India
16-C,STRIAL AREA,,,BHOPAL,MP,462023,India
,,,,AHMEDABAD,GJ,380060,India
,,,,PUNE,MH,411045,India
,ROAD,HYUNDAI SHOWROOM,,RAIPUR,CG,492099,India
6,"ROAD NO., STHA INDUSTRIAL AREA",,,KOTA,RJ,324005,India
202,,,NR LUCKY HOTEL HOUSE NO  ACS OPP Z.P. OFFICE MALIWADA AHMEDNAGAR,AHMEDNAGAR,MH,414001,India
121,RDHANDHAM GARODIA,,GOVERDHANDHAM GARODIA NAGAR,MUMBAI,MH,400077,India
,,,,BALLIA,UP,277208,India
07,,RASAPIR CIRCLE,,KACHCHH,GJ,370421,India
19,,RAILWAY TRACK NEW DELHI IN-DL IN 110065,FRUIT MARKET NEHRU NAGAR,NEW DELHI,DL,110065,India
244/15,,,,T VALSAD VALSAD IN-GJ IN 396171,GJ,396171,India
,,,,HASSAN IN-KA IN 573117,KA,573117,India
,,,,VADODARA,GJ,390023,India
227,,,D. NO. 3-/NR PHASE,HYDERABAD,TS,500033,India
15/1,,M.S.G COLLEGE MALEGAON CAMP MALEGAON NASHIK IN-MH IN 423203,,MALEGAON,MH,423203,India
168/1/1/2,,,M.L.NAGAR,UJJAIN,MP,456010,India
I-02,,,,CHANDIGARH,CH,160101,India
,STATE BANK 82/A,,,BAHRAICH,UP,271801,India
36/B,,,PLOT NO.  SURVEY NO. 238 245 AND 246 LAKHABAVAL JAMNAGAR,JAMNAGAR,GJ,361006,India
503,ROAD BANI,,,JAIPUR,RJ,302016,India
,STRIAL AREA,,,GHAZIABAD,UP,201005,India
,STRI,,104 RAM NAGAR SHOPPING CENTRE SHASTRI NAGAR,JAIPUR,RJ,302016,India
,ROAD,,,TUTICORIN,TN,628502,India
,STA,,,VADODARA,GJ,390011,India
,,,,NALGONDA,TS,508207,India
,ROAD,,,MUMBAI,MH,400050,India
,,,,HOWRAH,WB,711101,India
,RD FLOOR,DLF PH 4 MARKET,PH 4 MARKET,GURGAON,HR,122002,India
A-227,,,NEW FRIENDS COLONY,DELHI,DL,110025,India
12/64,STRIAL AREA,,,GHAZIABAD,UP,201005,India
,,,,BETTIAH,BR,845438,India
,,,,COIMBATORE,TN,641045,India
08,,,,SAMASTIPUR,BR,848114,India
300/3/P1/P2,,LUTAVADAR FATAK,,RAJKOT,GJ,363641,India
,,WATERPUMP HOWRAH IN-WB IN 711409,,HOWRAH,WB,711409,India
,,,,BENGALURU,KA,562157,India
194/10,,GAYTRI PETROLIUM NATION HAIGHWAY 141,,KACHCHH,GJ,370240,India
,,,,LUDHIANA,PB,141001,India
722,ST PATEHERA TEHSIL HANUMANA,,,HANUMANA,MP,486335,India
,,,SRINIVASA NAGAR,NANDYAL,AP,518501,India
,"ROAD ATTIBELE HOBLI, ST FLOOR",,,BENGALURU URBAN,KA,562107,India
132,,,,NASHIK,MH,422101,India
,ST FLOOR,,,NAMAKKAL,TN,637001,India
88,"RD NO. 10, RDHAMAN CHOWK",,,KOLHAPUR,MH,416115,India
178,ROAD,,,MAHESANA,GJ,382715,India
B-15,,,,HYDERABAD,TS,502032,India
,ROAD,,,GOLAGHAT,AS,785614,India
,STRICT CENTRE,,,CENTRE,DL,110017,India
,,,,PALAKKAD,,678004,India
887,,,,HYDERABAD,,500033,India
,ROAD,,RAMNAGAR,COIMBATORE,,641009,India
,ROAD,,,CHENNAI,TN,600023,India
,"ROAD, ST FLOOR, ST",HUBTOWN SOLARIS ANDHERI EAST,PHADKE ROAD,MUMBAI,MH,400069,India
,,,,NAGPUR,,440001,India
C-408,,,,DELHI,DL,110040,India
,RDA,,ELDECO RASHMI KHAND SHARDA NAGAR,LUCKNOW,UP,226002,India
24,,,,DELHI,,110092,India
146/1C,ROAD,,,PUNE,,410501,India
,,PRAGATI NAGAR,NEAR PRAGATI NAGAR,SURAT,GJ,395007,India
3155,,,H. NO.  KRISHNA NAGAR,GWALIOR,MP,474005,India
204,STH,,INDRAPRASTH COLONY,JAIPUR,RJ,302021,India
,SECTOR 63 FARIDABAD IN-HR IN 121004,,SECTOR 63 FARIDABAD IN-HR IN 121004,FARIDABAD,HR,121004,India
,RD FLOOR,,PANDIT COLONY,NASHIK,MH,422001,India
,,TAJ EXPRESS WAY AKBARPUR,,GHAZIABAD,UP,201001,India
,,,,AHMEDABAD,GJ,380015,India
,ROAD,,GHANSHYAM ENCLAVE,MUMBAI,,400067,India
,,,,BENGAL,,700006,India
58/2A/27,,,,BANGALORE,,560068,India
102-103,"ROAD, ST FLOOR",,,PUNE,,411001,India
S-10,,,,MUMBAI,,400104,India
,ROAD,,,BAHRAICH,,271801,India
204,STH,,PL. NO. 35-36 INDRAPRASTH COLONY,JAIPUR,RJ,302021,India
26,"STATE, SECTOR NO  GANDHINAGAR IN-GJ IN 382028",,GIDC ELECTRONICS ESTATE SECTOR NO  GANDHINAGAR,GANDHINAGAR,GJ,382028,India
E-702,STRIAL AREA,,,NEW DELHI,,110040,India
32,SECTOR-12 GAUTAM BUDDHA NAGAR NOIDA IN-UP IN 201301,,SECTOR-12 GAUTAM BUDDHA NAGAR,NOIDA,UP,201301,India
5-431/25/65,,,H. NO.  LAXMI ENCLAVE,SECUNDERBAD,TS,500010,India
R-27,,,SECTO GURGAON IN 122009,GURGAON,,122009,India
,ROAD,,,ERODE,,638301,India
1032,CROSS,,,BENGALURU,,560070,India
,,DLF FORUM CYBER CITY PHASE III,WE WORK DLF FORUM CYBER CITY PHASE,GURGAON,HR,122002,India
15,,,,KOLKATA,,700071,India
D-101,,,LAJPAT NAGAR,NEW DELHI,,110024,India
,,,,A PURANDHAR PUNE IN 412303,,412303,India
52/7B,STI,BURHANI SCHOOL/PARK,TILEKAR NAGAR,PUNE,,411048,India
,,,,NASHIK,MH,422306,India
03,ROAD JYOTI SORLE MEDICAL,,,BALAGHAT,MP,481001,India
35/946D,,,,ERNAKULAM,KL,682025,India
,,,,NIMBAHERA,RJ,312601,India
229,,,,AHMEDABAD,GJ,382405,India
,LANE P.O & P.S RANAGHAT,,,RANAGHAT,WB,741201,India
,STREET,,,TUTICORIN,TN,628001,India
7B,,,,TIRUPUR,TN,641604,India
,,,BLOCK138,SURAT,GJ,394540,India
48,,,I.P. EXTENSION,DELHI,DL,110092,India
,ROAD,,,ERNAKULAM,,683573,India
,,SHALIMAR HOTEL CHAPRA IN-BR IN 841301,,CHAPRA,BR,841301,India
106,,,,MUMBAI,MH,400016,India
,,,UTTAR PRADESH GAUTAM BUDDHA NAGAR,GAUTAM BUDDHA NAGAR,,203207,India
10/1/A/2,,,,JANGAON,TS,506302,India
,"ROAD, RD TOWN BENGALURU",,,BANGALORE,KA,560025,India
,,,,ALAPPUZHA,KL,688551,India
C-11,"ST FLOOR, SECTOR-3 ROHINI",,SECTOR-3 ROHINI,DELHI,,110085,India
,ROAD,,,COIMBATORE,,641015,India
C-157,STRIAL AREA,,PHASE,NEW DELHI,DL,110028,India
,STRIAL AREA,,,BANGALORE,KA,560064,India
,ROAD,,DURAISAMY NAGAR,TIRUPPUR,TN,641664,India
88,RD NO 10 KLIWAL SADAN,,,KOLHAPUR,,416115,India
2,,,SECUNDERABAD MEDCHAL MALKAJGIRI SECUNDERABAD IN-TS IN 500010,SECUNDERABAD,TS,500010,India
,,,VALMIKINAGAR,VADODARA,,390024,India
B-17,"ROAD, STRIAL ESTATE",,,MUMBAI,MH,400078,India
,ST STREET,,,PANRUTI,TN,607805,India
,STRI,,SHASTRI NAGAR,VIJAYAPUR,KA,586102,India
,,,,MATHURA,UP,281001,India
88,RD NO 10 BAKLIWAL SADAN,,,KOLHAPUR,,416115,India
,,,,MUMBAI,MH,400028,India
88,RD NO 10 BAKLIWAL SADAN,,,KOLHAPUR,,416115,India
,ROAD,,,LUDHIANA,PB,141401,India
,,,,KACHCHH,,370020,India
B-501,,,,MUMBAI,MH,400051,India
H-77,"ROAD INDUSTRIAL AREA, STRIAL AREA",,PHASE,GHAZIABAD,,201015,India
88,"RD NO 10, RDHAMAN CHOWK",,,KOLHAPUR,,416115,India
,ROAD,,,HISAR,,125001,India
,"ROAD OPP, RDHAN VILLAS",,,UDAIPUR,,313001,India
,,,,MUMBAI,MH,400028,India
254,SECTOR-19B,,PHASE,NEW DELHI,DL,110075,India
,STREET,,,COIMBATORE,TN,641029,India
,,,,KOCHI,,682508,India
,"ROAD, ST FLOOR SUNVIN PLAZA, SECTOR 7 GURGAON IN 122001",,SECTOR 7 GURGAON IN 122001,GURGAON,,122001,India
R-738,ST FLOOR NEW RAJINDER,,FIRST FLOOR NEW RAJINDER NAGAR,NEW DELHI,,110060,India
,,,,KUMBAKONAM,TN,612001,India
,"ST FLOOR, SECTOR 4",,SECTOR 4,BOKARO,JH,827004,India
631-639,,,,ANKLESHWAR,,394116,India
3,,,,PUNE,MH,411027,India
,"ROAD SANTACRUZ, ST ROAD SANTACRUZ",,,MUMBAI,MH,400098,India
2,SECTOR NO.,,PHALODI (M) ADARSH NAGAR,JODHPUR,RJ,342301,India
423,,,NEW AUTO MARKET PHASE,HISAR,,125001,India
,ST FLOOR,,,MUMBAI,,400021,India
,,,WEEKER SECTION COLONY,KURNOOL,AP,518003,India
,ST FLOOR,,,MUMBAI,,400021,India
,,,,LUCKNOW,,227107,India
44,ST BEADON PURA GALI NO.,,,NEW DELHI,DL,110005,India
,ST FLOOR,,,MUMBAI,,400021,India
,ROAD,RTO OFFICE NAMAKKAL IN 637001,,SALEM,,637001,India
,ROAD,,SINGARAVELAN NAGAR,TIRUPPUR,TN,641603,India
56,ROAD,,,NEW DELHI,DL,110015,India
,ST FLOOR,,,MUMBAI,,400021,India
A-77,,,ELANGAM NAGAR,THIRUVANTHAPURAM,,695014,India
28,STREET NO.,,KALKI NAGAR,CHENNAI,TN,600106,India
,,,,LUCKNOW,UP,226005,India
1006/3,,JUBILEE GRANITE CHIMAKURTHY PRAKASAM IN-AP IN 523226,,PRAKASAM,AP,523226,India
F-109,,,,DEHRADUN,UK,248011,India
,ST FLOOR,,,MUMBAI,MH,400013,India
,,,,JAIPUR,UP,282010,India
74/28,,,,DELHI,DL,110041,India
1048,SECTOR A WARD NO 3 YELAHANKA NEW TOWN BANGLORE IN-KA IN 560064,,SECTOR A WARD NO 3 YELAHANKA NEW TOWN BANGLORE IN-KA IN 560064,BANGLORE,KA,560064,India
,ROAD,,,THIRUVANANTHAPURAM,KL,695031,India
0019,SECTOR 25,,PHASE,THANE,MH,400703,India
,,,,IDUKKI,KL,685604,India
,,,,JAIPUR,RJ,303702,India
,,,,BARDHAMAN,WB,713321,India
,,,,PUNE,MH,410507,India
,,,,JAIPUR,RJ,303802,India
,"RD CLASSIC, ROAD",ANUPAM THEATER,,MUMBAI,MH,400063,India
,"ROAD, STRY BHAVAN",,,MUMBAI,MH,400020,India
B-96,ROAD,,,JAIPUR,RJ,302013,India
,,,SAKET NAGAR,INDORE,MP,452010,India
103,"ROAD CROSS, ST FLOOR, CROSS CHAMBERS INFANTRY ROAD CROSS",,,BANGALORE,KA,560001,India
,,,,KOLKATA,WB,700001,India
,,,,UDUMALPET,TN,642154,India
B-107,"ST FLOOR, STRIAL AREA",,PHASE,CHANDIGARH,,160001,India
,"ROAD MALAD (WEST), ST)",,,MUMBAI,,400064,India
,,,,HAPUR,UP,245101,India
4,ROAD NO 12,VENKATESHWARA SWAMY TEMPLE UPPAL,SWAROOP NAGAR COLONY,HYDERABAD,AP,500039,India
,,,,MUMBAI,MH,400028,India
,,,,RAEBARELI,UP,229404,India
C-64,,,ASHOK VIHAR PHASE,DELHI,DL,110052,India
126,,,BLOCK-H SOUTH CITY 2 HARYANA INDIA GURGAON IN 122018,GURGAON,,122018,India
208,,,,BHIWANDI,,421302,India
308,"RDEN PLAZA, RDEN SOCIETY",FIVE GARDEN SOCIETY,,PUNE,,411027,India
,,,OFFICIAL COLONY,VISAKHAPATNAM,AP,530002,India
,"ROAD, STHAN",,,JAIPUR,RJ,301001,India
F-267,,,,JAIPUR,,302012,India
,ROAD VISSANNAPETA MANDAL,,,VISANNAPETA,AP,521227,India
,LANE KHIDIRPUR,,,KOLKATA,,700023,India
,"ROAD, ST FLOOR",,,KOLKATA,WB,700029,India
,,,VEER SAWARKAR NAGAR,SHAHAJHANPUR,UP,242001,India
,,,,BALANGIR,,767001,India
267-268,SECTOR-24 ROHINI LANDMARK LAL PATH LAB NORTH WEST DELHI IN 110085,LAL PATH LAB NORTH WEST DELHI IN 110085,SECTOR-24 ROHINI LANDMARK LAL PATH LAB NORTH WEST DELHI IN 110085,DELHI,,110085,India
,,,,MUMBAI,,400093,India
10-28-2,,,,VISHAKHAPATNAM,AP,530003,India
10-593,ROAD BADLAPUR,,,THANE,MH,421503,India
,,,,JAIPUR,,302020,India
88,"RD NO. 10 BAKLIWAL SADAN, RDHAMAN CHOWK ICHALKARANJI",,,KOLHAPUR,,416115,India
5/25-1,,,,COIMBATORE,,641402,India
67,,,,LUCKNOW,UP,226022,India
59,,,,PALANPUR,GJ,385510,India
N-43,ROAD CLOUD 9 SOC,,,PUNE,,411048,India
,"ROAD, STRY BHAVAN",,,MUMBAI,MH,400020,India
O-2,STRIAL AREA,,,PANIPAT,,132103,India
26,"ROAD DIRECTORATE OF MEDICINE STORE, STORE",,UVARSAD GANDHINAGAR,GANDHINAGAR,GJ,382016,India
1741,,GAJKARAN MAHADEV HOTEL,,UDAIPUR,,313001,India
147,,,THIRUPATHI NAGAR,CHENNAI,TN,600087,India
J-78,,,PATEL NAGAR,GHAZIABAD,UP,201001,India
1,RD NO.,,,BARPETA,AS,781316,India
,,,,DELHI,UP,247001,India
184/1,,,,NAMAKKAL,TN,637019,India
,,,,MUMBAI,MH,400021,India
4,SECTOR-22,,SECTOR-22,COURT COMPLEX DELHI IN-DL IN 110075,DL,110075,India
108,"SECTOR 21-A, SECTOR 21 CHANDIGARH IN-CH IN 160022",,SECTOR 21-A,CHANDIGARH,CH,160022,India
,,,,BANGALORE,KA,560025,India
16,"RD FLOOR, STREET",,,CHENNAI,,600061,India
2-48-10/5F/617,SECTOR-11,,MVP COLONY,VISAKHAPATNAM,AP,530017,India
,ROAD,,,HYDERABAD,TS,500084,India
,,,,MUMBAI,MH,400092,India
,SECTOR 5 MEERUT MEERUT IN-UP IN 250002,,SECTOR 5 MEERUT MEERUT IN-UP IN 250002,MEERUT,UP,250002,India
282,"ROAD, STRIAL ESTATE",NATIONAL HIGHWAY,BLOCK NO.,SURAT,GJ,394110,India
12/23,,,,PUNE,MH,411019,India
9/1,STREET,,,NAMAKKAL,TN,637001,India
85,,,,KACHCHH,GJ,370205,India
,,,NH 19 JASWANT NAGAR,ETAWAH,UP,206245,India
40/3246-C,,,,ERNAKULAM,KL,682025,India
6,SECTOR-11,,SECTOR-11,NAVI MUMBAI,MH,400702,India
,,,PH-II,THANE,MH,400705,India
C-47,SECTOR6,,SECTOR6,NOIDA,UP,201301,India
,,BBMS SATROD KHASS HISAR IN-HR IN 125001,,HISAR,HR,125001,India
,ROAD,,,RANCHI,JH,834001,India
30/2BARISIPALAYAM,,,,COIMBATORE,TN,641032,India
37/1,ROAD,,,A HAVELI MAHARASHTRA PUNE IN 411028,,411028,India
C-1,,,MUKUND NAG MUKUND NAGAR,MUMBAI,MH,400017,India
194/1B,ROAD,PADMALAY PHATA,PHATA,JALGAON,MH,425109,India
244,ROAD,,,LUDHIANA,PB,141421,India
,,,,UDAIPUR,RJ,313001,India
,,,,DELHI,,110049,India
,ROAD TUTICORIN,,,THOOTHUKUDI,,628002,India
222,,,,NAGPUR,,440001,India
,ROAD AMBLI,,,AHMEDABAD,GJ,380058,India
,,,,ALLAHABAD,,211001,India
,"ROAD, STORAGE CHHINDWARA NARSINGHPUR ROAD",BHARAT BHARTI VIDYALAY MADHYA PRADESH CHHINDWARA IN 480001,,CHHINDWARA,,480001,India
A-1504,,,,PUNE,,411038,India
,,,CHANDAN NAGAR,BAREILLY,,243001,India
1108/1359,,LIBERTY FACTORY GT ROAD GHARAUNDA HARYANA KARNAL IN 132114,,KARNAL,,132114,India
54-55,"ROAD, STRIAL ARENA-B UMBHEL PARAB ROAD, STRIES KAMREJ",,BLOCK NO-220 HARI OM INDUSTRIAL ARENA-B UMBHEL PARAB ROAD,SURAT,,394180,India
585,ROAD KESHOD,CHANDIGADH PATIYA,,JUNAGADH,,362220,India
,ROAD LALPUR,,,RANCHI,,834001,India
M-118,,,,DELHI,,110001,India
223,,,BARI CO-OPERATIVE COLONY,BOKARO,JH,827012,India
,,,,ETAH,UP,207001,India
,RDAGA,VIKASH ENCLAVE APA. NEORI VIKAS VIDYALAYA RANCHI IN-JH IN 835217,BEHIND VIKASH ENCLAVE,RANCHI,JH,835217,India
,ROAD,YOGAKSHEMA LIC BUILDING,,MUMBAI,MH,400021,India
60//4/2/2,,,,SONIPAT,,131001,India
,ROAD,,,MAHESANA,GJ,382725,India
,ROAD,,,DELHI,HR,122103,India
,"ROAD (EAST) BLOCK-A WEST BENGAL, ST) BLOCK-A WEST BENGAL",,BLOCK-A WEST BENGAL,KOLKATA,,700035,India
,ROAD MUSSOORIE,,,DEHRADUN,,248179,India
,,,,HYDERABAD,TS,500033,India
,ST,,BLOCKA INTERNATIONAL,HYDERABAD,,500081,India
33,RD NO:,,,PRAKASAM,AP,523002,India
,ST FLOOR,,CIVIL LINES JAWAHAR NAGAR,MEERUT,UP,250001,India
,,,PHIROZSHAH MEHTA RD. FORT BAZARGATE MUMBAI IN-MH IN 400001,MUMBAI,MH,400001,India
,"ROAD OPP VJC HEIGHTS APARTMENT, ST FLOOR K",,,ANANTAPUR,AP,515004,India
186B/2/1,,,,LOTHUNUR,,505425,India
,ROAD,,,DANDELI,KA,581325,India
18,"RD NO., STAND",,,JAIPUR,RJ,303702,India
,,,PHIROZSHAH MEHTA RD. FORT BAZARGATE MUMBAI IN-MH IN 400001,MUMBAI,MH,400001,India
,,,GRAMPANCHAYAT-MANINDRANAGAR,BERHAMPORE,WB,742102,India
731/1,ROAD,HONDA SHOW ROOM BYPASS JUNCTION ANDHRA PRADESH ANAKAPALLI IN 531001,,ANAKAPALLI,,531001,India
,ROAD,,,RAIPUR,,492001,India
,,,,VADODARA,,391775,India
29,STRIAL ESTATE,,,CUTTACK,,754021,India
65,"RD FLOOR, SECTOR 83 NARSINGHPUR",,SECTOR 83 NARSINGHPUR,GURGAON,,122004,India
,STERN EXPRESS HIGHWAY,,,MUMBAI,,400063,India
8,"STATE, ST",,,THANE,,401208,India
2,"ST FLOOR, STRIAL AREA KASNA",,GREATER NOIDA I.A. SURAJPUR GAUTAM BUDDHA NAGAR,NOIDA,UP,201306,India
,,,ANAGAR,SOLAPUR,,413213,India
B-132,,,BLOCK 11 ZONE 1 GANDHI NAGAR,GIFT CITY,GJ,382355,India
83/1/2,ROAD,NDA ROAD,RAJAS RESIDENCY DANGAT PATIL NAGAR,PUNE,MH,411023,India
201,ROAD,,,MUMBAI,MH,400093,India
,LANE,,,PATNA,,800001,India
,,NEW ENGLISH SCHOOL,,PUNE,,412106,India
,ROAD,,,TAMBARAM,,600045,India
12,STRIAL ESTATE SITUATED AT APIIC INDUSTRIAL DEVELOPMENT,,,MEDCHAL,,501401,India
,ROAD,,,ERNAKULAM,,682023,India
1,ROAD NO,,,THANE,,400601,India
2-36,,,,SHAMSHABAD,,509325,India
504,ROAD,,,PUNE,MH,411046,India
,,,,KOLKATA,,743248,India
3,,,,THANE,,401107,India
D-4,ST FLOOR SHUBHAM,,FIRST FLOOR SHUBHAM ENCLAVE,NEW DELHI,DL,110063,India
,,,PLOT NO. A55 MIDC PHASE,PUNE,MH,410501,India
,,,,JHANSI,DL,110055,India
2,,,,JAMSHEDPUR,JH,831001,India
133,ROAD,,,PUNE,MH,411013,India
,ROAD,CHURCH ROAD SILIGURI IN-WB IN 734001,,SILIGURI,WB,734001,India
,RD FLOOR,,,SURAT,,395002,India
116,ROAD PAL BYE PASS CIRCLE,,,JODHPUR,RJ,342008,India
,,,GIFT CITY GANDHINAGAR,GANDHINAGAR,,382355,India
,ST - KATESAR RAM,,POST - KATESAR RAM NAGAR,CHANDAULI,,232101,India
